"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ebi3",4.28280306224893e-77,4.74648113349071,0.101,0.006,7.24179169795671e-73,"Treg","Ebi3"
"Pim11",7.61796626474543e-76,1.4573513059248,0.908,0.628,1.28812191570581e-71,"Treg","Pim1"
"Cst31",8.56810447763323e-76,1.97074854590075,0.41,0.116,1.448780786123e-71,"Treg","Cst3"
"Arhgef121",1.99815250702583e-74,1.93965219713372,0.467,0.142,3.37867607412998e-70,"Treg","Arhgef12"
"Kif13a1",8.6962022809819e-74,2.83800016841856,0.198,0.028,1.47044084369123e-69,"Treg","Kif13a"
"Atp2b43",1.01890833998299e-73,1.39636755819861,0.689,0.273,1.72287211207724e-69,"Treg","Atp2b4"
"Actg13",1.13277704701651e-73,1.30457722462855,0.96,0.844,1.91541270880021e-69,"Treg","Actg1"
"Ky",2.21641652588636e-73,6.24333243012389,0.054,0.001,3.74773870362125e-69,"Treg","Ky"
"Hif1a2",2.37971975195263e-73,1.17184786375147,0.925,0.611,4.0238681285767e-69,"Treg","Hif1a"
"Alox8",4.09458462341342e-73,5.25137737313816,0.059,0.001,6.92353313972975e-69,"Treg","Alox8"
"Hacd32",4.34023983187921e-73,1.76871852234085,0.616,0.244,7.33891153172456e-69,"Treg","Hacd3"
"Adap12",1.6051441457261e-72,2.77919888121976,0.226,0.037,2.71413823600827e-68,"Treg","Adap1"
"Ahr1",2.02344611902506e-72,2.17682763828823,0.389,0.104,3.42144504265948e-68,"Treg","Ahr"
"Src1",2.27497248162104e-72,3.25001982230122,0.144,0.015,3.84675096917301e-68,"Treg","Src"
"Lgmn",2.68888918277667e-70,3.83820319388044,0.134,0.013,4.54664271915707e-66,"Treg","Lgmn"
"Gata31",5.56720636440033e-69,1.70375632676523,0.644,0.279,9.41358924156451e-65,"Treg","Gata3"
"B2m1",6.60162133366264e-69,0.721334706628829,0.976,0.956,1.11626815130902e-64,"Treg","B2m"
"Psen21",7.61438011612363e-69,1.68199724742718,0.517,0.175,1.28751553383534e-64,"Treg","Psen2"
"Cd442",5.95917523356386e-68,1.30248107144239,0.682,0.279,1.00763694024331e-63,"Treg","Cd44"
"Ddit42",2.38205081400849e-67,2.38548667833806,0.323,0.078,4.02780972140695e-63,"Treg","Ddit4"
"Cd22",2.7166562725499e-67,1.21518785892772,0.873,0.608,4.59359409125462e-63,"Treg","Cd2"
"Tnfrsf1b3",3.58840409316624e-67,1.48543901086044,0.759,0.397,6.06763248113479e-63,"Treg","Tnfrsf1b"
"H2-K11",1.09183238259463e-66,0.76409847408719,0.988,0.96,1.84617937572925e-62,"Treg","H2-K1"
"Eea13",1.75873771717687e-65,1.67337118427811,0.604,0.246,2.97384960597438e-61,"Treg","Eea1"
"Matk1",2.45015138626432e-65,2.82327396858485,0.21,0.035,4.14296097903433e-61,"Treg","Matk"
"Myo1d",6.71384267073839e-65,4.59648195817467,0.108,0.009,1.13524365719515e-60,"Treg","Myo1d"
"Osbpl33",9.14330278303823e-65,0.999898231265352,0.708,0.293,1.54604106758393e-60,"Treg","Osbpl3"
"Lmnb12",9.74303983204823e-65,1.76605663186827,0.554,0.214,1.64745060520103e-60,"Treg","Lmnb1"
"Bcl2l13",1.91203179638071e-64,2.28065995717723,0.413,0.127,3.23305456450015e-60,"Treg","Bcl2l1"
"Serpina3g2",3.2579329795995e-64,2.77582471891263,0.196,0.031,5.50883887520479e-60,"Treg","Serpina3g"
"Traf11",1.72221339575838e-63,1.70368219419407,0.684,0.349,2.91209063088784e-59,"Treg","Traf1"
"Crip12",3.8103887168536e-63,1.61232517490895,0.84,0.539,6.44298628132776e-59,"Treg","Crip1"
"Acsbg12",4.18939878532714e-63,2.0508854804237,0.335,0.086,7.08385440610967e-59,"Treg","Acsbg1"
"Fam110a2",1.83547748372637e-62,2.8278921757275,0.212,0.038,3.10360887723292e-58,"Treg","Fam110a"
"Slc15a31",1.92478463869891e-62,3.26670296919679,0.137,0.016,3.25461834557599e-58,"Treg","Slc15a3"
"Vim3",2.00337824634453e-62,1.61966536798359,0.719,0.381,3.38751227674397e-58,"Treg","Vim"
"Pou2f22",3.83870765759677e-62,1.9121439649704,0.394,0.117,6.49087077823038e-58,"Treg","Pou2f2"
"Gpr551",4.40740352774314e-62,3.36694090892438,0.137,0.016,7.45247862506088e-58,"Treg","Gpr55"
"Ass11",6.23242171541605e-62,1.86235478681737,0.502,0.188,1.0538401878597e-57,"Treg","Ass1"
"Rab8b3",2.69982065972876e-61,1.13208606383962,0.908,0.581,4.56512675353536e-57,"Treg","Rab8b"
"Sema4b1",5.7971739404764e-61,2.36313241428622,0.278,0.064,9.80244141595154e-57,"Treg","Sema4b"
"Lgals13",6.89572733667093e-61,1.05349319727639,0.807,0.413,1.16599853535769e-56,"Treg","Lgals1"
"Reep52",8.35694805138846e-61,1.4072012219457,0.724,0.382,1.41307634600927e-56,"Treg","Reep5"
"Rnase41",1.64061158630268e-60,2.97894073609323,0.137,0.016,2.77411013127921e-56,"Treg","Rnase4"
"Trib11",7.43199296046887e-60,3.06117345096773,0.144,0.018,1.25667568968568e-55,"Treg","Trib1"
"2010111I01Rik1",8.18977795933689e-60,1.50437035757204,0.686,0.337,1.38480955514427e-55,"Treg","2010111I01Rik"
"Trp53inp11",1.54509328100765e-59,1.57417038998049,0.691,0.36,2.61259822885584e-55,"Treg","Trp53inp1"
"Cd200r11",1.57549047227847e-59,1.94832945124914,0.458,0.156,2.66399683957566e-55,"Treg","Cd200r1"
"Cxcr32",5.614248051994e-59,2.06988321633012,0.323,0.086,9.49313203111665e-55,"Treg","Cxcr3"
"Prr133",7.87240175396935e-59,1.3998777646483,0.663,0.303,1.33114441257868e-54,"Treg","Prr13"
"Lrba2",3.09630956813911e-58,1.18617769764097,0.901,0.653,5.23554984876643e-54,"Treg","Lrba"
"Gm8281",4.47855052177544e-58,5.79508923615737,0.045,0.001,7.57278107727009e-54,"Treg","Gm8281"
"Bcl2a1b2",1.06739095479624e-57,1.43359061881339,0.474,0.166,1.80485136546496e-53,"Treg","Bcl2a1b"
"Nxpe4",1.06848821685604e-57,4.17169416609993,0.075,0.004,1.80670672588188e-53,"Treg","Nxpe4"
"Gimap71",1.27044426163271e-57,1.77581081348317,0.601,0.29,2.14819420199475e-53,"Treg","Gimap7"
"Rora2",1.46719283165151e-57,0.917141073461064,0.856,0.475,2.48087635903954e-53,"Treg","Rora"
"Fam46a",3.44195981444142e-57,2.54715806130752,0.392,0.13,5.820009850239e-53,"Treg","Fam46a"
"Ddx431",6.96583676538644e-57,2.08311491028268,0.399,0.128,1.17785333865919e-52,"Treg","Ddx43"
"Axl1",1.35888994585642e-56,3.62699835559503,0.092,0.007,2.29774700944862e-52,"Treg","Axl"
"Hopx2",1.71915667802864e-56,2.34732838296162,0.295,0.074,2.90692202687863e-52,"Treg","Hopx"
"Nid2",5.1317742332387e-56,5.49264418622215,0.052,0.002,8.67731705098332e-52,"Treg","Nid2"
"Cd3g2",7.05568218436545e-56,1.00638780180176,0.889,0.658,1.19304530055435e-51,"Treg","Cd3g"
"F830016B08Rik",1.45488391472598e-55,5.03273517455525,0.045,0.001,2.46006321141017e-51,"Treg","F830016B08Rik"
"Gadd45b1",1.73617123632115e-55,1.52516675293457,0.63,0.305,2.93569194349544e-51,"Treg","Gadd45b"
"Lpcat11",4.95985271306631e-55,2.23551728725044,0.288,0.074,8.38661495252382e-51,"Treg","Lpcat1"
"H1f02",9.56352987374483e-55,2.93822181408246,0.175,0.029,1.61709726635151e-50,"Treg","H1f0"
"Zdhhc24",5.86318078300253e-54,1.89771780928305,0.356,0.109,9.91405238597898e-50,"Treg","Zdhhc2"
"Ccr41",7.09504019997285e-54,1.97052520148579,0.25,0.057,1.19970034741341e-49,"Treg","Ccr4"
"Ltb2",1.30990590594743e-53,1.22720628050268,0.858,0.615,2.21491989636652e-49,"Treg","Ltb"
"Vav2",1.48939515592509e-53,2.47122467030197,0.21,0.042,2.51841826915373e-49,"Treg","Vav2"
"Mmd2",1.64308207017241e-53,1.60350725264081,0.533,0.223,2.77828747245452e-49,"Treg","Mmd"
"Crlf22",2.90379108217077e-53,1.95110207224438,0.382,0.127,4.91002034084255e-49,"Treg","Crlf2"
"Mid21",6.42357501217384e-53,2.7372683069525,0.12,0.014,1.08616229880848e-48,"Treg","Mid2"
"Lcp13",7.21419942842941e-53,1.05589914330293,0.83,0.546,1.21984898135313e-48,"Treg","Lcp1"
"AU0202062",7.56527588065124e-53,1.29833272418462,0.774,0.439,1.27921249865932e-48,"Treg","AU020206"
"Penk",1.33630573742501e-52,4.61552916238453,0.066,0.004,2.25955937141195e-48,"Treg","Penk"
"Serinc31",2.10367553909363e-52,0.984335893496041,0.903,0.699,3.55710496905342e-48,"Treg","Serinc3"
"Tpi12",4.06226781305091e-52,1.92620834985414,0.425,0.154,6.86888864508779e-48,"Treg","Tpi1"
"Gbp71",5.78911651059775e-52,1.48448796990239,0.571,0.258,9.78881710776973e-48,"Treg","Gbp7"
"Msi21",7.17777740090573e-52,1.03957002950743,0.922,0.803,1.21369038071915e-47,"Treg","Msi2"
"Raph13",9.40934153322852e-52,1.72561293365949,0.439,0.159,1.59102555985361e-47,"Treg","Raph1"
"Cass41",9.53668581005267e-52,3.05836607883454,0.137,0.019,1.61255820362181e-47,"Treg","Cass4"
"Jak21",1.38764069089795e-51,1.41189771673195,0.769,0.487,2.34636164423934e-47,"Treg","Jak2"
"Snx182",1.02029489305944e-50,1.45588049218887,0.698,0.384,1.7252166346742e-46,"Treg","Snx18"
"Rapsn",1.35968777882458e-50,4.18892673908658,0.078,0.006,2.29909606521449e-46,"Treg","Rapsn"
"Smco41",1.91752681719376e-50,1.72609604569861,0.368,0.119,3.24234609519292e-46,"Treg","Smco4"
"Vamp83",2.202840369967e-50,1.50736537931331,0.531,0.233,3.72478278157719e-46,"Treg","Vamp8"
"AW1120102",3.49243026540747e-50,0.875393127534556,0.851,0.566,5.9053503357775e-46,"Treg","AW112010"
"Cpm1",3.99175781783282e-50,3.00649056466717,0.222,0.049,6.74966329417352e-46,"Treg","Cpm"
"Oas1a1",7.99406544742342e-50,2.60857549739698,0.167,0.029,1.35171652650483e-45,"Treg","Oas1a"
"Adam173",1.17529715559806e-49,1.34534504829205,0.684,0.365,1.98730996040076e-45,"Treg","Adam17"
"Nr3c12",1.6406281318375e-49,1.00070752366053,0.913,0.653,2.77413810812403e-45,"Treg","Nr3c1"
"Sdf42",3.28776602140086e-49,1.3663931479026,0.771,0.504,5.55928356558672e-45,"Treg","Sdf4"
"Cpd1",4.42430759024e-49,1.9399135596703,0.309,0.09,7.48106170433682e-45,"Treg","Cpd"
"H2-Q71",4.65278125737557e-49,0.956260333675033,0.894,0.671,7.86738782809634e-45,"Treg","H2-Q7"
"Antxr21",4.65553152140926e-49,1.52296947880941,0.606,0.306,7.87203824955092e-45,"Treg","Antxr2"
"Ankrd62",6.05105596691916e-49,2.54198675693145,0.184,0.035,1.02317305344636e-44,"Treg","Ankrd6"
"Map61",6.11103507208925e-49,3.50666736630341,0.106,0.012,1.03331492033957e-44,"Treg","Map6"
"Slamf12",7.30349931595238e-49,1.58611338330203,0.483,0.194,1.23494869933439e-44,"Treg","Slamf1"
"Itgb71",1.13397312815168e-48,1.0645468999814,0.816,0.529,1.91743516239168e-44,"Treg","Itgb7"
"Arl5c1",1.42029879926955e-48,1.93322461358096,0.387,0.133,2.40158323968488e-44,"Treg","Arl5c"
"Nrip11",1.60394576006847e-48,1.41546183733299,0.83,0.614,2.71211188569978e-44,"Treg","Nrip1"
"Epcam",2.58535622853485e-48,3.13924746397568,0.127,0.018,4.37157884682958e-44,"Treg","Epcam"
"Isg201",4.30581696215943e-48,2.28043031578747,0.212,0.047,7.28070590131538e-44,"Treg","Isg20"
"Prdm13",4.37936818491786e-48,1.61207054486572,0.361,0.115,7.40507366387761e-44,"Treg","Prdm1"
"Hilpda2",1.24942505411333e-47,1.79259997226998,0.328,0.102,2.11265282400024e-43,"Treg","Hilpda"
"Ptprcap2",1.54469964305761e-47,1.13324121360827,0.755,0.479,2.61193262644612e-43,"Treg","Ptprcap"
"Cc2d2a",1.68875552915674e-47,3.91915856491897,0.064,0.004,2.85551672425113e-43,"Treg","Cc2d2a"
"Dgkg1",1.21270075600084e-46,3.77842835862552,0.113,0.015,2.05055570832181e-42,"Treg","Dgkg"
"Shisa51",1.21775282737007e-46,0.788513105748852,0.958,0.829,2.05909825580004e-42,"Treg","Shisa5"
"Pkp32",1.42622991765754e-46,1.89518666755755,0.363,0.126,2.41161216776714e-42,"Treg","Pkp3"
"Ptpn132",1.77087769620639e-46,1.16938755009712,0.399,0.137,2.99437709651539e-42,"Treg","Ptpn13"
"Ubl32",2.84917268589514e-46,1.5011765896814,0.719,0.437,4.8176660945801e-42,"Treg","Ubl3"
"Bmyc",3.30574306569304e-46,2.71010163949236,0.252,0.067,5.58968094978036e-42,"Treg","Bmyc"
"Lxn1",3.4576312774072e-46,3.47403989306425,0.104,0.012,5.84650872696783e-42,"Treg","Lxn"
"Gm3558",4.23561362975646e-46,5.47042980056399,0.04,0.001,7.16199908655519e-42,"Treg","Gm3558"
"Nav21",5.61875727776695e-46,1.63883701004448,0.292,0.085,9.50075668097613e-42,"Treg","Nav2"
"Mapkapk23",5.62234839526808e-46,1.3046175762004,0.649,0.34,9.50682890155879e-42,"Treg","Mapkapk2"
"Vmp11",7.14790929230895e-46,1.23705425224627,0.717,0.41,1.20863998223652e-41,"Treg","Vmp1"
"Socs21",8.14931637432056e-46,1.61757550252962,0.252,0.065,1.37796790573386e-41,"Treg","Socs2"
"Ntng23",1.93399565558447e-45,1.65870034014528,0.363,0.123,3.27019325402778e-41,"Treg","Ntng2"
"Gm37391",2.00406273711072e-45,3.73118642072363,0.073,0.006,3.38866968218052e-41,"Treg","Gm3739"
"Sh3bgrl5",2.40993966728227e-45,1.49785879447313,0.524,0.231,4.07496698340759e-41,"Treg","Sh3bgrl"
"Tbc1d30",3.37805130821218e-45,1.80948023402987,0.342,0.113,5.71194695705597e-41,"Treg","Tbc1d30"
"Ptp4a23",3.67891013504698e-45,0.718635716319117,0.96,0.862,6.22066914735094e-41,"Treg","Ptp4a2"
"Pmaip12",3.98481061125178e-45,2.00701639435062,0.276,0.079,6.73791626256563e-41,"Treg","Pmaip1"
"Syngr23",1.16056998853573e-44,1.65574733508985,0.337,0.108,1.96240779361506e-40,"Treg","Syngr2"
"Ppp1r3fos",7.83827618847806e-44,3.93547481417631,0.061,0.004,1.32537412070976e-39,"Treg","Ppp1r3fos"
"Gnaq2",2.47418936699815e-43,1.28274066126336,0.559,0.261,4.18360680065717e-39,"Treg","Gnaq"
"Fbxo111",2.73053507161525e-43,1.24798795233759,0.854,0.634,4.61706175259422e-39,"Treg","Fbxo11"
"Tctex1d21",3.0885494136713e-43,3.08420485235686,0.132,0.021,5.2224282035768e-39,"Treg","Tctex1d2"
"Nfil33",3.69642873790435e-43,1.68464813172799,0.323,0.105,6.25029135292247e-39,"Treg","Nfil3"
"Pkm2",8.41133287679587e-43,1.47924875205233,0.698,0.452,1.42227227613741e-38,"Treg","Pkm"
"Syt112",1.12353519990546e-42,1.84195189067094,0.267,0.075,1.89978566952014e-38,"Treg","Syt11"
"Pla2g162",1.53690136384666e-42,1.4724177345351,0.559,0.281,2.59874651612831e-38,"Treg","Pla2g16"
"Ergic1",2.49817411013414e-42,1.79510101129025,0.316,0.102,4.22416260282583e-38,"Treg","Ergic1"
"Slc24a32",3.70142824852665e-42,2.99908051872375,0.13,0.021,6.25874502543371e-38,"Treg","Slc24a3"
"Ncf42",4.17986395093206e-42,1.55530288424928,0.425,0.169,7.06773195463102e-38,"Treg","Ncf4"
"Gna153",4.65162014115686e-42,1.39320489752304,0.347,0.116,7.86542449668214e-38,"Treg","Gna15"
"Gapdh2",5.5887413627533e-42,1.26907689178428,0.802,0.607,9.45000277027956e-38,"Treg","Gapdh"
"Dapp11",9.59915306538405e-42,1.38041513692419,0.583,0.284,1.62312079182579e-37,"Treg","Dapp1"
"Ankrd551",1.27619315146637e-41,2.30656011388061,0.219,0.055,2.15791499981448e-37,"Treg","Ankrd55"
"Adam192",1.61978004427405e-41,1.31576040555549,0.458,0.188,2.73888607686299e-37,"Treg","Adam19"
"Ctif1",5.12256187957433e-41,2.16380324263717,0.177,0.038,8.66173988217223e-37,"Treg","Ctif"
"Ston2",6.72637408643338e-41,2.6483171969903,0.116,0.017,1.13736259427502e-36,"Treg","Ston2"
"Plcb42",7.20110501820261e-41,1.26683089593493,0.427,0.165,1.21763484752788e-36,"Treg","Plcb4"
"Cdk62",1.21303025984437e-40,0.925924987394465,0.601,0.294,2.05111286637085e-36,"Treg","Cdk6"
"Ppil11",1.71030517321064e-40,2.46275808231656,0.219,0.058,2.89195501738188e-36,"Treg","Ppil1"
"Fabp51",1.75342754209414e-40,2.37870714291067,0.257,0.076,2.96487063092698e-36,"Treg","Fabp5"
"Acot73",2.71656871850309e-40,1.3644616506612,0.42,0.166,4.59344604611688e-36,"Treg","Acot7"
